name,platform,year_of_release
NHL 06,X,2005
Scooby-Doo! Unmasked,PS2,2005
The Sims 2,X,2005
Devil Kings,PS2,2005
Americas Army: Rise of a Soldier,X,2005
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005
X-Men Legends II: Rise of Apocalypse,GC,2005
Sorry! / Aggravation / Scrabble Junior,GBA,2005
Dora the Explorer: Journey to the Purple Planet,PS2,2005
Catz,GBA,2005
ML,PSP,2005
TimeSplitters: Future Perfect,PS2,2005
Harvest Moon: Magical Melody,GC,2005
DK: King of Swing,GBA,2005
Super Monkey Ball Deluxe,PS2,2005
Peter Jacksons King Kong: The Official Game of the Movie,GC,2005
Crash Tag Team Racing,PSP,2005
Dragon Ball Z: Sagas,X,2005
Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005
NHRA Championship Drag Racing,PS2,2005
Fantastic 4,GC,2005
Tony Hawks American Sk8land,GBA,2005
Midway Arcade Treasures: Extended Play,PSP,2005
Harry Potter and the Goblet of Fire,X,2005
Harry Potter and the Goblet of Fire,DS,2005
Monster Hunter G,PS2,2005
Meteos,DS,2005
The Incredible Hulk: Ultimate Destruction,X,2005
Yu-Gi-Oh! GX: Duel Academy,GBA,2005
Madden NFL 06,GBA,2005
NBA 2K6,X360,2005
Me & My Katamari,PSP,2005
Genji: Dawn of the Samurai,PS2,2005
Naruto: Ninja Council 2 European Version,DS,2005
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005
SSX On Tour,PSP,2005
Spartan: Total Warrior,PS2,2005
NBA Street: Showdown,PSP,2005
Momotarou Dentetsu 15,PS2,2005
Ford vs. Chevy,PS2,2005
Danny Phantom: The Ultimate Enemy,GBA,2005
From Russia With Love,GC,2005
NBA 06,PSP,2005
Yoshi Touch & Go (JP sales),DS,2005
Shrek SuperSlam,GC,2005
Namco Museum: 50th Anniversary,GC,2005
NBA,PSP,2005
NHL 2K6,X,2005
World Poker Tour,PS2,2005
MVP Baseball,PSP,2005
Tony Hawks American Sk8land,DS,2005
Pac-Man World 3,PS2,2005
Darkwatch,X,2005
Front Mission 5: Scars of the War,PS2,2005
Prince of Persia: Revelations,PSP,2005
World Series of Poker,PSP,2005
Batman Begins,X,2005
Project: Snowblind,PS2,2005
The Con,PSP,2005
Evil Dead: Regeneration,PS2,2005
Tiger Woods PGA Tour,PSP,2005
Dragon Ball Z: Sagas,GC,2005
Backyard NFL Football 2006,PS2,2005
Suikoden Tactics,PS2,2005
NCAA March Madness 06,X,2005
CandyLand / Chutes & Ladders / Memory,GBA,2005
The Bible Game,PS2,2005
Bratz: Rock Angelz,GC,2005
Dead to Rights II,PS2,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",X,2005
Namco Museum: 50th Anniversary,GBA,2005
From Russia With Love,X,2005
Ridge Racer 6,X360,2005
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005
Playboy: The Mansion,PS2,2005
Tiger Woods PGA Tour 06,PSP,2005
Predator: Concrete Jungle,PS2,2005
Big Mutha Truckers 2,PS2,2005
ESA Foundation Compilation,PS2,2005
Harry Potter and the Goblet of Fire,PSP,2005
Sniper Elite,PS2,2005
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005
Peter Jacksons King Kong: The Official Game of the Movie,PSP,2005
Conflict: Global Terror,PS2,2005
Death Jr.,PSP,2005
Rise of the Kasai,PS2,2005
Crash & Spyro Superpack,GBA,2005
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005
Samurai Warriors: State of War,PSP,2005
Close Combat: First to Fight,X,2005
NARC,X,2005
Super Robot Taisen J,GBA,2005
Gauntlet: Seven Sorrows,X,2005
TalkMan (Japan),PSP,2005
Shrek SuperSlam,DS,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005
Shadow The Hedgehog,X,2005
Gun,GC,2005
Metal Gear Ac!d 2,PSP,2005
The Game of Life / Yahtzee / Payday,GBA,2005
American Chopper 2: Full Throttle,PS2,2005
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005
Charlie and the Chocolate Factory,GC,2005
Armored Core: Last Raven,PS2,2005
Burnout Legends,DS,2005
Juiced,X,2005
Scooby-Doo! Unmasked,GBA,2005
Namco Museum: 50th Anniversary,X,2005
The Suffering: Ties That Bind,PS2,2005
EyeToy: Kinetic,PS2,2005
Global Defence Force,PS2,2005
True Crime: New York City,GC,2005
Fight Night Round 2,GC,2005
MX World Tour Featuring Jamie Little,PS2,2005
Hello Kitty: Happy Party Pals,GBA,2005
Tak: The Great Juju Challenge,GBA,2005
Batman Begins,GBA,2005
Star Wars: Battlefront II,PC,2005
Beat Down: Fists of Vengeance,PS2,2005
SSX On Tour,GC,2005
Pac-Man World 3,DS,2005
Mousetrap / Operation / Simon,GBA,2005
Sid Meiers Civilization IV,PC,2005
Pursuit Force,PSP,2005
Lets Ride: Sunshine Stables,GBA,2005
Crash Tag Team Racing,GC,2005
True Swing Golf,DS,2005
TimeSplitters: Future Perfect,X,2005
Midway Arcade Treasures 3,PS2,2005
DS Rakubiki Jiten,DS,2005
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,PS2,2005
The Incredibles: Rise of the Underminer,GC,2005
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005
Robots,GC,2005
Spyro: Shadow Legacy,DS,2005
Power Rangers Double Pack,GBA,2005
Amped 3,X360,2005
Halo Triple Pack,X,2005
Ultimate Spider-Man,DS,2005
Tak: The Great Juju Challenge,GC,2005
Digimon World 4,PS2,2005
Kingdom Under Fire: Heroes,X,2005
Infected,PSP,2005
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005
Scooby-Doo! Unmasked,GC,2005
Enthusia Professional Racing,PS2,2005
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005
Kingdom of Paradise,PSP,2005
Bomberman,DS,2005
Killer7,GC,2005
Indigo Prophecy,PS2,2005
FIFA 06: Road to FIFA World Cup,X360,2005
Musashi: Samurai Legend,PS2,2005
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005
Brain Boost: Gamma Wave,DS,2005
187: Ride or Die,PS2,2005
Geist,GC,2005
The Incredibles: Rise of the Underminer,DS,2005
Brain Boost: Beta Wave,DS,2005
Capcom Classics Collection,X,2005
The Incredible Hulk: Ultimate Destruction,GC,2005
Prince of Persia: The Two Thrones,GC,2005
Pac-Man World 3,X,2005
Batman Begins,GC,2005
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005
Super Monkey Ball Deluxe,X,2005
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005
Shadow Hearts: From The New World,PS2,2005
L.A. Rush,X,2005
Wild ARMs 4,PS2,2005
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005
SSX On Tour,X,2005
Gretzky NHL 06,PSP,2005
Naruto RPG 2: Chidori vs Rasengan,DS,2005
Gretzky NHL 06,PS2,2005
Tim Burtons The Nightmare Before Christmas: The Pumpkin King,GBA,2005
Power Pro Kun Pocket 8,DS,2005
Sid Meiers Pirates!,X,2005
Disney's Chicken Little,X,2005
FIFA 06 Soccer,GC,2005
Robots,DS,2005
World Championship Poker 2: Featuring Howard Lederer,PSP,2005
Disney's Cinderella: Magical Dreams,GBA,2005
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005
Shonen Jumps One Piece: Grand Battle,PS2,2005
Paperboy / Rampage,GBA,2005
NTRA Breeders Cup World Thoroughbred Championships,PS2,2005
Retro Atari Classics,DS,2005
Need for Speed Underground 2,DS,2005
Ys: The Ark of Napishtim,PS2,2005
Peter Jacksons King Kong: The Official Game of the Movie,DS,2005
Lord of the Rings: Tactics,PSP,2005
Disney's Winnie the Poohs Rumbly Tumbly Adventure,GBA,2005
Dead to Rights: Reckoning,PSP,2005
Disney's Kim Possible: Kimmunicator,DS,2005
Mega Man Anniversary Collection,X,2005
Drakengard 2,PS2,2005
Harvest Moon DS (jp sales),DS,2005
Heroes of the Pacific,X,2005
Ape Escape 3,PS2,2005
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005
Disney's Winnie the Poohs Rumbly Tumbly Adventure,PS2,2005
Spartan: Total Warrior,X,2005
Advent Rising,X,2005
DT Racer,PS2,2005
Crash Tag Team Racing,X,2005
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005
Madden NFL 06,DS,2005
Break Em All,DS,2005
Go! Sudoku,PSP,2005
Zathura,PS2,2005
Lunar: Dragon Song,DS,2005
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005
The Bible Game,GBA,2005
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005
Psychonauts,X,2005
Airborne Troops: Countdown to D-Day,PS2,2005
Castlevania: Curse of Darkness,X,2005
Battles of Prince of Persia,DS,2005
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005
Dora the Explorer: Journey to the Purple Planet,GC,2005
FIFA Soccer,PSP,2005
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005
Shining Force NEO,PS2,2005
Taito Legends,PS2,2005
Pac n Roll,DS,2005
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005
Cold Winter,PS2,2005
Stubbs the Zombie in Rebel Without a Pulse,X,2005
Spy vs Spy,X,2005
Cold Fear,PS2,2005
Metal Slug 4 & 5,PS2,2005
J-League Winning Eleven 9: Asia Championship,PS2,2005
Pac-Man Pinball Advance,GBA,2005
GoldenEye: Rogue Agent,DS,2005
FIFA Soccer 06,PSP,2005
Mortal Kombat: Deception,GC,2005
Project: Snowblind,X,2005
Pac-Man World 2,GBA,2005
Go! Sudoku (JP sales),PSP,2005
Lost in Blue,DS,2005
Charlie and the Chocolate Factory,X,2005
Constantine,PS2,2005
Real World Golf,PS2,2005
ATV: Quad Frenzy,DS,2005
Frogger: Helmet Chaos,PSP,2005
Rengoku: The Tower of Purgatory,PSP,2005
Bust-A-Move DS,DS,2005
Dynasty Warriors Advance,GBA,2005
Mega Man Zero 4,GBA,2005
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005
Tiger Woods PGA Tour 06,GC,2005
Viewtiful Joe: Double Trouble!,DS,2005
Dead to Rights II,X,2005
Cabelas Dangerous Hunts 2,X,2005
Power Pocket Koushien,DS,2005
Top Spin,PS2,2005
Pariah,X,2005
Cabelas Outdoor Adventures,X,2005
Banjo-Pilot,GBA,2005
Gallop Racer 2006,PS2,2005
Frogger: Ancient Shadow,PS2,2005
Tom Clancys Splinter Cell: Chaos Theory,GC,2005
Gretzky NHL,PSP,2005
Death By Degrees,PS2,2005
FIFA Street,X,2005
Conflict: Global Terror,X,2005
Monster Rancher EVO,PS2,2005
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005
Harvest Moon DS Cute (jp sales),DS,2005
Indigo Prophecy,X,2005
NHL 2K6,X360,2005
College Hoops 2K6,X,2005
Predator: Concrete Jungle,X,2005
EyeToy: Operation Spy,PS2,2005
Ford Racing 3,DS,2005
Playboy: The Mansion,X,2005
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,GC,2005
Egg Monster Hero,DS,2005
Pac-Man World 3,GC,2005
Robots,X,2005
The Legend of Heroes: A Tear of Vermillion,PSP,2005
Barbie and the Magic of Pegasus,GBA,2005
SD Gundam G Generation DS,DS,2005
Bleach: Heat the Soul,PSP,2005
Psychonauts,PS2,2005
Ford Mustang: The Legend Lives,X,2005
World Championship Poker 2: Featuring Howard Lederer,X,2005
Snood 2: On Vacation,DS,2005
Ninja Gaiden Black,X,2005
Tak: The Great Juju Challenge,DS,2005
Shrek SuperSlam,X,2005
Total Overdose: A Gunslingers Tale in Mexico,PS2,2005
Romance of the Three Kingdoms X,PS2,2005
GripShift,PSP,2005
Demon Chaos,PS2,2005
Fullmetal Alchemist: Dual Sympathy,DS,2005
Rugby 2005,PS2,2005
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005
Super Robot Taisen MX Portable,PSP,2005
Black & White 2,PC,2005
Sega Casino,DS,2005
Sniper Elite,X,2005
Scooby-Doo! Unmasked,DS,2005
The Suffering: Ties That Bind,X,2005
Harvest Moon: Boy & Girl,PSP,2005
Digimon World 4,GC,2005
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005
Fire Pro Wrestling Returns,PS2,2005
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,X,2005
Royal Palace of White Sword and The City of Gentiles,X,2005
The Incredibles: Rise of the Underminer,X,2005
Killer7,PS2,2005
RollerCoaster Tycoon 3: Platinum,PC,2005
Frantix,PSP,2005
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,GBA,2005
Marvel Nemesis: Rise of the Imperfects,DS,2005
Exit,PSP,2005
Smart Bom,PSP,2005
Hello Kitty: Roller Rescue,GC,2005
Jikkyou Powerful Pro Yakyuu 12,GC,2005
Board Game Classics,GBA,2005
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005
Zatch Bell! Mamodo Battles,PS2,2005
PoPoLoCrois (JP sales),PSP,2005
NHL 06,GC,2005
Fatal Frame III: The Tormented,PS2,2005
Battlefield 2,PC,2005
The Hidden,3DS,2005
TimeSplitters: Future Perfect,GC,2005
Midway Arcade Treasures 3,X,2005
Shonen Jumps One Piece: Pirates Carnival,GC,2005
Bleach: Erabareshi Tamashii,PS2,2005
Evil Dead: Regeneration,X,2005
Monster Trucks DS,DS,2005
Outlaw Tennis,PS2,2005
Silent Hunter III,PC,2005
Ford vs. Chevy,X,2005
Urban Reign,PS2,2005
Whac-A-Mole,DS,2005
World Championship Poker: Deluxe Series,DS,2005
Stuart Little 3: Big Photo Adventure,PS2,2005
PQ: Practical Intelligence Quotient,PSP,2005
Dragon Ball Z: The Legacy of Goku I & II,GBA,2005
Scooby-Doo! Unmasked,X,2005
In The Groove,PS2,2005
Gundam Battle Tactics,PSP,2005
The Hustle: Detroit Streets,PSP,2005
Pac-Man World 3,PSP,2005
Winx Clu,GBA,2005
Still Life,X,2005
Big Mutha Truckers 2,X,2005
Pong / Asteroids / Yars Revenge,GBA,2005
SD Gundam: Gashapon Wars,GC,2005
Tak: The Great Juju Challenge,X,2005
TMNT: Mutant Melee,GC,2005
Combat: Task Force 121,X,2005
The Rub Rabbits!,DS,2005
Tom Clancys Ghost Recon 2,GC,2005
Karaoke Revolution Party,GC,2005
Haunting Ground,PS2,2005
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005
Tom Clancys Splinter Cell: Chaos Theory,DS,2005
Lets Ride! Dreamer,GBA,2005
Ghost in the Shell: Stand Alone Complex,PSP,2005
Disney's Winnie the Poohs Rumbly Tumbly Adventure,GC,2005
Colosseum: Road to Freedom,PS2,2005
Sprint Cars: Road to Knoxville,PS2,2005
Real Time Conflict: Shogun Empires,DS,2005
Spartan: Total Warrior,GC,2005
Fable: The Lost Chapters,PC,2005
Dino Master: Dig Discover Duel,DS,2005
Midway Arcade Treasures 3,GC,2005
Classic Action: Devilish,DS,2005
FIFA Soccer 06,GBA,2005
everGirl,GBA,2005
The King of Fighters 02/03,PS2,2005
Centipede / Breakout / Warlords,GBA,2005
Karaoke Revolution Party,X,2005
Gunstar Super Heroes,GBA,2005
187: Ride or Die,X,2005
Zatch Bell! Mamodo Battles,GC,2005
World Poker Tour,X,2005
NanoBreaker,PS2,2005
Frogger: Helmet Chaos,DS,2005
Rayman: Hoodlums Revenge,GBA,2005
Tokobot,PSP,2005
Land of the Dead: Road to Fiddlers Green,X,2005
Osu! Tatakae! Ouendan,DS,2005
Strike Force Bowling,GC,2005
Atelier Iris 2: The Azoth Of Destiny,PS2,2005
Tecmo Classic Arcade,X,2005
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005
Shonen Jumps One Piece: Grand Battle,GC,2005
Shonen Jumps Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005
Cold Fear,X,2005
Call of Cthulhu: Dark Corners of the Earth,X,2005
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005
Call of Duty 2,PC,2005
Serious Sam II,X,2005
Tokyo Xtreme Racer Advance,GBA,2005
Combat Elite: WWII Paratroopers,PS2,2005
Ford Racing 3,GBA,2005
World Soccer Winning Eleven 9 (US sales),PSP,2005
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005
Trapt,PS2,2005
Splat Renegade Paintball,X,2005
PoPoLoCrois,PSP,2005
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005
Dig Dug: Digging Strike,DS,2005
NTRA Breeders Cup World Thoroughbred Championships,X,2005
Constantine,X,2005
Nanostray,DS,2005
FIFA Street,GC,2005
Viewtiful Joe: Red Hot Rumble,GC,2005
The Sims 2: University,PC,2005
Generation of Chaos,PSP,2005
Pump It Up: Exceed,PS2,2005
Scrabble Blast!,GBA,2005
Dance Dance Revolution: Mario Mix (JP sales),GC,2005
FIFA Soccer 06,DS,2005
Friends: The One with All the Trivia,PS2,2005
MotoGP 4 - Official Game of MotoGP,PS2,2005
Rebelstar: Tactical Command,GBA,2005
Dynasty Warriors 5,X,2005
Drill Dozer,GBA,2005
Myst IV: Revelation,X,2005
Legend of Kay,PS2,2005
Pinball Hall of Fame: The Gottlieb Collection,GC,2005
Sigma Star Saga,GBA,2005
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,DS,2005
Medal of Honor: European Assault (weekly JP sales),PS2,2005
Star Wars: Republic Commando,PC,2005
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005
World Series of Poker,GC,2005
Ms Saga: A New Dawn,PS2,2005
Crime Life: Gang Wars,X,2005
Rugby 2005,X,2005
Taito Legends,X,2005
American Chopper 2: Full Throttle,GC,2005
American Chopper 2: Full Throttle,X,2005
Frogger: Ancient Shadow,GC,2005
Razes Hell,X,2005
Tom Clancys Rainbow Six: Lockdown,GC,2005
The Berenstain Bears and the Spooky Old Tree,GBA,2005
Bubble Bobble Revolution,DS,2005
The Bible Game,X,2005
Guild Wars Trilogy,PC,2005
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005
Millipede / Super Breakout / Lunar Lander,GBA,2005
Operation Flashpoint: Elite,X,2005
Trollz: Hair Affair!,GBA,2005
D.C.F.S.: Da Capo Four Seasons,PS2,2005
Chicken Shoot,GBA,2005
Red Ninja: End of Honor,PS2,2005
Outlaw Tennis,X,2005
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005
Metal Slug 4 & 5,X,2005
WTF: Work Time Fun,PSP,2005
Yourself Fitness,PS2,2005
Capcom Fighting Evolution,X,2005
Aeon Flux,PS2,2005
Shattered Union,X,2005
Worms 4: Mayhem,X,2005
Imperial Glory,PC,2005
Super Black Bass Fishing,DS,2005
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005
Zatch Bell! Mamodo Fury,GC,2005
Stolen,PS2,2005
The Movies,PC,2005
Super Army War,GBA,2005
Texas Hold Em Poker DS,DS,2005
Big Mutha Truckers,GBA,2005
Steambot Chronicles,PS2,2005
Gumby vs. the Astrobots,GBA,2005
Without Warning,PS2,2005
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,X,2005
Beatdown: Fists of Vengeance,X,2005
Guild Wars,PC,2005
Flow: Urban Dance Uprising,PS2,2005
Tao Adventure: Curse Demon,DS,2005
MX World Tour Featuring Jamie Little,X,2005
Care Bears - Care Quest,GBA,2005
Sky Dancers,GBA,2005
Cabelas Dangerous Hunts 2,GC,2005
Hello Kitty: Roller Rescue,PC,2005
Special Forces: Nemesis Strike,X,2005
WRC: FIA World Rally Championship,PSP,2005
Cabelas Outdoor Adventures,GC,2005
Backyard NFL Football 2006,GBA,2005
James Pond: Codename Robocod,GBA,2005
Electroplankton,DS,2005
Driv3r,GBA,2005
Street Supremacy,PSP,2005
Elf Bowling 1 & 2,GBA,2005
Tork: Prehistoric Punk,X,2005
Chicken Shoot 2,GBA,2005
Breath of Fire III,PSP,2005
Totally Spies!,GBA,2005
Digimon World 4,X,2005
S.L.A.I.: Steel Lancer Arena International,PS2,2005
Combat Elite: WWII Paratroopers,X,2005
Golden Nugget Casino / Texas Hold Em Double Pack,GBA,2005
Marble Madness / Klax,GBA,2005
Empire Earth II,PC,2005
Atomic Betty,GBA,2005
Virtual Pool: Tournament Edition,X,2005
Popeye: Rush for Spinach,GBA,2005
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005
Kong: King of Atlantis,GBA,2005
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005
The King of Fighters 02/03,X,2005
Animaniacs: The Great Edgar Hunt,GC,2005
D1 Professional Drift Grand Prix Series,PS2,2005
Frogger: Ancient Shadow,X,2005
Franklin the Turtle,GBA,2005
Gauntlet / Rampart,GBA,2005
River King: Wonderful Journey,PS2,2005
Metal Saga,PS2,2005
SWAT 4,PC,2005
Dungeon Siege II,PC,2005
Spy Hunter / Super Sprint,GBA,2005
Battlefield 2: Modern Combat(JP sales),PS2,2005
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005
Virtua Tennis: World Tour (jp sales),PSP,2005
Cold War,X,2005
"Ed, Edd n Eddy: The Mis-Edventures",X,2005
Ty the Tasmanian Tiger 3: Night of the Quinkan,X,2005
Total Overdose: A Gunslingers Tale in Mexico,X,2005
Stronghold 2 Deluxe,PC,2005
ScrapLand,X,2005
Falcon 4.0: Allied Force,PC,2005
Namco Museum Battle Collection (JP sales),PSP,2005
GT Legends,PC,2005
Shonen Jumps One Piece: Grand Adventure,PS2,2005
The Professors Brain Trainer: Logic,DS,2005
Zathura,X,2005
Iron Phoenix,X,2005
Indigo Prophecy,PC,2005
Quake 4,PC,2005
The Sims: Complete Collection,PC,2005
SBK: Snowboard Kids,DS,2005
Sacred Gold,PC,2005
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005
Shonen Jumps Shaman King: Master of Spirits 2,GBA,2005
Kao Challengers,PSP,2005
Chicago Enforcer,X,2005
Motocross Mania 3,X,2005
Pump It Up: Exceed,X,2005
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,X,2005
Starship Troopers,PC,2005
Heroes of the Pacific,PC,2005
Rainbow Islands Revolution,DS,2005
Elf Bowling 1 & 2,DS,2005
Red Ninja: End of Honor,X,2005
Ultimate Puzzle Games,GBA,2005
TMNT: Mutant Melee,X,2005
Golden Nugget Casino DS,DS,2005
Without Warning,X,2005
Top Gear RPM Tuning,X,2005
Namco Museum 50th Anniversary (JP sales),PS2,2005
LEGO Star Wars: The Video Game,PC,2005
The Incredibles: Rise of the Underminer,PC,2005
Kao the Kangaroo Round 2,GC,2005
Dragon Booster,DS,2005
Sniper Elite,PC,2005
Kao the Kangaroo Round 2,PS2,2005
Rayman 10th Anniversary,GBA,2005
Space Invaders Revolution,DS,2005
Codename: Panzers Phase Two,PC,2005
Alfa Romeo Racing Italiano,PS2,2005
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,X,2005
World Poker Tour,GBA,2005
WRC: FIA World Rally Championship,PC,2005
LifeSigns: Surgical Unit,DS,2005
Aeon Flux,X,2005
Serious Sam II,PC,2005
Wallace & Gromit: Curse of the Were-Rabbit,X,2005
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005
Rainbow Islands: Revolution,PSP,2005
Whac-A-Mole,GBA,2005
Shin Sangoku Musou 4 Special,X360,2005
